"Age","Employment.Type","GraduateOrNot","AnnualIncome","FamilyMembers","ChronicDiseases","FrequentFlyer","EverTravelledAbroad","TravelInsurance"
29,"Private Sector/Self Employed","Yes",5e+05,3,0,"No","No","No"
35,"Private Sector/Self Employed","No",8e+05,6,1,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",7e+05,5,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,5,1,"No","No","Yes"
31,"Private Sector/Self Employed","Yes",1400000,3,0,"Yes","Yes","Yes"
34,"Private Sector/Self Employed","Yes",1500000,7,0,"Yes","Yes","Yes"
33,"Private Sector/Self Employed","Yes",1400000,6,1,"No","Yes","Yes"
33,"Private Sector/Self Employed","Yes",1200000,2,0,"No","No","No"
31,"Government Sector","Yes",1300000,3,1,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",1150000,7,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",5e+05,7,0,"No","No","Yes"
27,"Private Sector/Self Employed","No",350000,3,0,"No","No","No"
31,"Government Sector","Yes",1300000,5,1,"Yes","No","Yes"
34,"Private Sector/Self Employed","Yes",1500000,5,0,"Yes","Yes","Yes"
31,"Private Sector/Self Employed","Yes",9e+05,4,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,7,0,"No","No","Yes"
31,"Private Sector/Self Employed","Yes",1250000,7,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1400000,6,0,"Yes","Yes","Yes"
27,"Private Sector/Self Employed","No",6e+05,4,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",350000,9,1,"No","No","No"
25,"Private Sector/Self Employed","No",1150000,5,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",1250000,7,0,"No","No","No"
31,"Government Sector","No",3e+05,6,0,"No","No","No"
28,"Government Sector","No",3e+05,6,1,"No","No","No"
26,"Government Sector","Yes",5e+05,5,0,"No","No","No"
28,"Government Sector","Yes",6e+05,4,0,"No","No","No"
26,"Private Sector/Self Employed","Yes",6e+05,3,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1e+06,3,1,"No","No","No"
25,"Government Sector","Yes",750000,2,0,"No","Yes","Yes"
25,"Private Sector/Self Employed","No",1150000,5,0,"Yes","No","No"
27,"Government Sector","Yes",750000,5,0,"No","No","No"
34,"Private Sector/Self Employed","No",950000,3,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1350000,5,0,"No","Yes","Yes"
31,"Private Sector/Self Employed","Yes",1250000,3,1,"No","No","No"
27,"Government Sector","Yes",750000,6,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1100000,5,0,"Yes","No","No"
28,"Private Sector/Self Employed","Yes",9e+05,3,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1350000,8,0,"No","Yes","Yes"
31,"Government Sector","Yes",1200000,2,1,"No","No","No"
29,"Private Sector/Self Employed","Yes",1200000,4,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,2,0,"No","No","Yes"
31,"Private Sector/Self Employed","Yes",9e+05,5,1,"No","No","No"
29,"Private Sector/Self Employed","Yes",1350000,4,0,"No","Yes","Yes"
31,"Private Sector/Self Employed","Yes",1350000,4,0,"No","Yes","Yes"
25,"Government Sector","Yes",750000,6,0,"No","No","No"
31,"Government Sector","Yes",1200000,6,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",1200000,5,0,"No","No","No"
26,"Private Sector/Self Employed","Yes",5e+05,7,0,"No","No","No"
30,"Private Sector/Self Employed","No",650000,6,0,"Yes","No","Yes"
27,"Government Sector","Yes",5e+05,4,0,"No","No","No"
28,"Private Sector/Self Employed","No",550000,3,0,"No","No","No"
31,"Government Sector","No",4e+05,5,0,"No","No","No"
25,"Private Sector/Self Employed","Yes",1400000,3,1,"Yes","Yes","Yes"
31,"Private Sector/Self Employed","Yes",1250000,2,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",1200000,5,0,"No","No","No"
33,"Government Sector","Yes",650000,9,1,"No","No","No"
27,"Private Sector/Self Employed","No",450000,3,0,"No","No","No"
31,"Government Sector","Yes",4e+05,5,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",850000,3,1,"No","No","No"
34,"Government Sector","Yes",1300000,5,1,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",850000,4,0,"No","Yes","No"
33,"Private Sector/Self Employed","Yes",550000,6,0,"No","No","Yes"
33,"Government Sector","Yes",7e+05,2,0,"No","No","No"
31,"Government Sector","Yes",4e+05,9,0,"No","No","No"
25,"Private Sector/Self Employed","No",1700000,5,0,"Yes","No","Yes"
29,"Private Sector/Self Employed","Yes",1100000,3,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",1450000,5,0,"Yes","Yes","Yes"
28,"Private Sector/Self Employed","Yes",7e+05,8,1,"Yes","No","No"
31,"Private Sector/Self Employed","Yes",1400000,7,0,"No","Yes","Yes"
31,"Government Sector","Yes",1200000,5,1,"No","No","Yes"
26,"Private Sector/Self Employed","Yes",5e+05,3,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",950000,5,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",1150000,6,0,"No","No","No"
33,"Private Sector/Self Employed","Yes",1400000,8,1,"No","Yes","Yes"
33,"Government Sector","Yes",4e+05,6,0,"No","No","Yes"
27,"Government Sector","Yes",5e+05,4,0,"No","No","Yes"
31,"Government Sector","Yes",4e+05,5,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1100000,3,0,"No","No","No"
26,"Private Sector/Self Employed","Yes",6e+05,6,1,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",1300000,6,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",550000,4,0,"No","No","No"
35,"Private Sector/Self Employed","No",8e+05,5,0,"No","Yes","Yes"
27,"Government Sector","Yes",850000,7,1,"No","No","No"
25,"Government Sector","Yes",750000,2,0,"Yes","No","No"
34,"Private Sector/Self Employed","Yes",1750000,5,0,"No","No","No"
33,"Government Sector","Yes",4e+05,9,1,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",7e+05,5,1,"No","Yes","No"
25,"Private Sector/Self Employed","No",1150000,4,0,"No","No","No"
30,"Private Sector/Self Employed","No",1450000,7,1,"Yes","Yes","Yes"
34,"Private Sector/Self Employed","Yes",1050000,7,0,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",7e+05,4,1,"Yes","No","No"
33,"Government Sector","Yes",4e+05,6,0,"No","No","No"
33,"Private Sector/Self Employed","Yes",1400000,4,1,"No","Yes","Yes"
32,"Government Sector","Yes",850000,5,1,"Yes","No","No"
25,"Private Sector/Self Employed","No",1350000,3,1,"Yes","Yes","No"
31,"Private Sector/Self Employed","Yes",1400000,4,1,"No","Yes","No"
31,"Private Sector/Self Employed","Yes",9e+05,3,0,"No","No","No"
30,"Private Sector/Self Employed","No",650000,5,0,"No","No","No"
27,"Private Sector/Self Employed","No",350000,5,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",1200000,6,1,"No","No","No"
25,"Private Sector/Self Employed","No",1700000,4,0,"Yes","No","Yes"
28,"Private Sector/Self Employed","Yes",5e+05,9,0,"No","No","Yes"
33,"Government Sector","Yes",1100000,4,0,"No","No","Yes"
31,"Government Sector","Yes",4e+05,6,0,"No","No","No"
27,"Government Sector","Yes",850000,2,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1400000,3,0,"No","Yes","Yes"
31,"Government Sector","Yes",1200000,3,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1e+06,6,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",5e+05,5,0,"No","No","No"
32,"Government Sector","Yes",8e+05,7,1,"No","No","No"
32,"Government Sector","Yes",650000,3,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",7e+05,7,1,"No","No","No"
26,"Private Sector/Self Employed","Yes",750000,6,0,"No","No","No"
28,"Government Sector","Yes",6e+05,4,0,"No","No","No"
26,"Government Sector","Yes",1450000,3,1,"Yes","Yes","Yes"
27,"Government Sector","Yes",850000,5,1,"No","No","No"
30,"Private Sector/Self Employed","No",550000,3,1,"No","No","No"
27,"Government Sector","Yes",5e+05,3,1,"No","No","No"
27,"Government Sector","Yes",5e+05,4,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1250000,3,0,"No","No","Yes"
28,"Government Sector","Yes",3e+05,7,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",6e+05,5,0,"No","Yes","Yes"
32,"Government Sector","Yes",850000,4,1,"No","No","No"
27,"Government Sector","Yes",850000,4,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",1100000,7,1,"No","No","Yes"
25,"Private Sector/Self Employed","No",6e+05,5,0,"Yes","No","No"
30,"Private Sector/Self Employed","No",8e+05,4,0,"No","No","Yes"
35,"Private Sector/Self Employed","No",950000,9,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",1200000,4,1,"No","Yes","No"
27,"Government Sector","Yes",850000,6,0,"No","No","No"
28,"Private Sector/Self Employed","No",550000,5,0,"No","No","No"
32,"Government Sector","Yes",8e+05,4,0,"No","No","No"
27,"Private Sector/Self Employed","No",450000,3,0,"No","No","No"
32,"Government Sector","Yes",350000,3,1,"No","No","No"
27,"Private Sector/Self Employed","No",8e+05,5,1,"No","No","No"
32,"Government Sector","Yes",8e+05,5,0,"Yes","No","No"
28,"Private Sector/Self Employed","Yes",7e+05,4,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",850000,5,1,"No","No","No"
29,"Private Sector/Self Employed","Yes",1050000,2,0,"No","No","No"
30,"Private Sector/Self Employed","No",8e+05,6,0,"Yes","No","No"
29,"Private Sector/Self Employed","Yes",1050000,3,0,"No","No","Yes"
29,"Private Sector/Self Employed","Yes",1100000,3,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",1100000,7,0,"No","No","Yes"
32,"Government Sector","Yes",350000,3,0,"No","Yes","No"
26,"Private Sector/Self Employed","Yes",750000,4,1,"No","No","No"
26,"Private Sector/Self Employed","Yes",1300000,5,0,"No","No","No"
25,"Private Sector/Self Employed","Yes",1700000,3,0,"Yes","No","Yes"
25,"Private Sector/Self Employed","Yes",1400000,5,1,"Yes","Yes","Yes"
28,"Private Sector/Self Employed","Yes",7e+05,3,1,"No","No","No"
28,"Government Sector","Yes",3e+05,4,0,"No","No","No"
25,"Private Sector/Self Employed","Yes",5e+05,5,1,"No","No","No"
35,"Government Sector","Yes",1100000,4,0,"No","No","No"
31,"Government Sector","No",3e+05,5,0,"No","No","No"
33,"Government Sector","Yes",4e+05,2,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1500000,2,0,"Yes","Yes","Yes"
28,"Private Sector/Self Employed","Yes",1150000,8,0,"Yes","No","No"
25,"Private Sector/Self Employed","Yes",1700000,2,1,"Yes","No","Yes"
28,"Private Sector/Self Employed","Yes",1200000,3,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",6e+05,4,0,"Yes","No","Yes"
29,"Private Sector/Self Employed","Yes",350000,9,1,"No","No","No"
34,"Private Sector/Self Employed","Yes",1050000,8,1,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",5e+05,5,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1200000,5,0,"No","No","Yes"
32,"Government Sector","Yes",8e+05,6,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",1450000,4,0,"Yes","Yes","Yes"
34,"Private Sector/Self Employed","Yes",1e+06,5,1,"No","No","No"
34,"Private Sector/Self Employed","Yes",1750000,3,0,"Yes","No","No"
31,"Private Sector/Self Employed","Yes",1100000,4,1,"No","No","No"
27,"Government Sector","Yes",850000,5,1,"No","No","No"
25,"Private Sector/Self Employed","Yes",1400000,7,0,"No","Yes","Yes"
31,"Government Sector","No",3e+05,5,0,"No","No","No"
25,"Private Sector/Self Employed","Yes",1750000,3,0,"No","Yes","Yes"
32,"Government Sector","Yes",850000,9,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,4,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",1150000,3,0,"Yes","No","No"
32,"Government Sector","Yes",850000,6,0,"No","No","Yes"
26,"Private Sector/Self Employed","Yes",6e+05,3,0,"Yes","No","No"
31,"Private Sector/Self Employed","Yes",950000,3,0,"Yes","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,4,1,"No","No","No"
31,"Government Sector","Yes",4e+05,3,0,"No","No","No"
28,"Government Sector","Yes",3e+05,3,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",5e+05,3,1,"No","No","No"
31,"Private Sector/Self Employed","Yes",1400000,4,0,"Yes","Yes","Yes"
27,"Government Sector","Yes",5e+05,4,0,"No","No","No"
27,"Government Sector","Yes",9e+05,5,1,"No","Yes","No"
31,"Government Sector","Yes",4e+05,3,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1500000,5,0,"Yes","Yes","Yes"
29,"Private Sector/Self Employed","Yes",1200000,3,0,"No","Yes","No"
34,"Private Sector/Self Employed","Yes",1e+06,6,0,"Yes","Yes","Yes"
31,"Private Sector/Self Employed","Yes",1250000,6,0,"Yes","No","Yes"
28,"Private Sector/Self Employed","Yes",1150000,3,1,"No","No","No"
31,"Private Sector/Self Employed","Yes",1250000,5,1,"No","No","No"
26,"Private Sector/Self Employed","Yes",6e+05,4,1,"No","No","No"
31,"Private Sector/Self Employed","Yes",1100000,4,0,"No","No","No"
25,"Private Sector/Self Employed","No",6e+05,4,0,"Yes","No","No"
29,"Private Sector/Self Employed","Yes",6e+05,4,1,"Yes","No","No"
29,"Private Sector/Self Employed","Yes",1050000,6,0,"No","No","No"
31,"Government Sector","No",4e+05,4,1,"No","No","No"
31,"Government Sector","No",4e+05,3,0,"No","No","No"
35,"Private Sector/Self Employed","No",8e+05,2,0,"No","Yes","No"
34,"Private Sector/Self Employed","No",750000,4,0,"Yes","No","No"
31,"Government Sector","Yes",4e+05,6,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",7e+05,4,0,"No","No","No"
31,"Government Sector","Yes",4e+05,3,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1050000,5,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1250000,9,1,"No","No","No"
25,"Private Sector/Self Employed","No",1150000,4,0,"No","No","No"
33,"Government Sector","Yes",4e+05,5,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",1100000,4,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1300000,3,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",1150000,6,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",850000,2,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1100000,3,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",1150000,6,0,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",1050000,3,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",5e+05,2,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,2,0,"No","No","No"
25,"Private Sector/Self Employed","Yes",1700000,5,0,"Yes","No","Yes"
34,"Private Sector/Self Employed","Yes",850000,4,0,"No","No","Yes"
31,"Private Sector/Self Employed","Yes",1250000,7,0,"No","No","No"
35,"Private Sector/Self Employed","No",8e+05,6,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",1200000,4,0,"No","No","Yes"
35,"Government Sector","Yes",1100000,4,0,"Yes","No","Yes"
31,"Government Sector","No",3e+05,3,0,"No","No","No"
27,"Government Sector","Yes",1050000,7,0,"No","No","No"
25,"Private Sector/Self Employed","Yes",1700000,5,0,"Yes","No","Yes"
31,"Private Sector/Self Employed","Yes",1250000,5,1,"No","No","No"
29,"Private Sector/Self Employed","Yes",9e+05,9,1,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",1250000,6,1,"No","No","No"
29,"Private Sector/Self Employed","Yes",1200000,8,1,"No","No","No"
32,"Government Sector","Yes",850000,7,0,"Yes","Yes","Yes"
28,"Private Sector/Self Employed","Yes",8e+05,3,1,"No","No","No"
25,"Private Sector/Self Employed","Yes",1400000,3,0,"No","Yes","Yes"
27,"Government Sector","Yes",850000,5,1,"No","Yes","No"
28,"Private Sector/Self Employed","No",550000,6,0,"No","No","No"
26,"Private Sector/Self Employed","Yes",6e+05,4,0,"Yes","No","No"
34,"Private Sector/Self Employed","Yes",1500000,3,0,"Yes","Yes","Yes"
29,"Private Sector/Self Employed","Yes",1200000,5,0,"No","No","No"
27,"Government Sector","Yes",5e+05,3,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",7e+05,5,0,"Yes","No","No"
26,"Government Sector","Yes",5e+05,5,1,"No","No","No"
28,"Government Sector","Yes",3e+05,6,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,4,0,"No","No","No"
25,"Private Sector/Self Employed","Yes",1400000,5,0,"No","Yes","Yes"
33,"Government Sector","Yes",8e+05,5,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,4,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",9e+05,9,1,"No","Yes","No"
35,"Private Sector/Self Employed","No",8e+05,6,0,"Yes","No","Yes"
30,"Private Sector/Self Employed","No",650000,3,1,"No","No","No"
26,"Government Sector","Yes",1450000,3,0,"Yes","Yes","Yes"
31,"Government Sector","Yes",4e+05,5,0,"No","No","No"
25,"Private Sector/Self Employed","Yes",1400000,4,0,"No","Yes","Yes"
34,"Government Sector","Yes",1300000,3,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1350000,3,0,"No","Yes","Yes"
28,"Private Sector/Self Employed","Yes",7e+05,5,0,"Yes","No","No"
32,"Government Sector","Yes",350000,3,1,"No","Yes","Yes"
31,"Private Sector/Self Employed","Yes",1400000,3,0,"No","Yes","Yes"
27,"Private Sector/Self Employed","No",1550000,6,0,"Yes","No","Yes"
25,"Private Sector/Self Employed","No",1150000,4,0,"Yes","No","No"
31,"Private Sector/Self Employed","Yes",5e+05,8,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",1150000,7,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",7e+05,4,0,"No","No","Yes"
25,"Private Sector/Self Employed","Yes",1700000,3,0,"Yes","No","Yes"
25,"Private Sector/Self Employed","No",1150000,6,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",8e+05,4,0,"No","No","Yes"
31,"Private Sector/Self Employed","Yes",9e+05,5,1,"Yes","No","No"
30,"Private Sector/Self Employed","No",550000,5,0,"Yes","No","Yes"
28,"Private Sector/Self Employed","Yes",1100000,4,0,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",5e+05,5,0,"Yes","Yes","No"
34,"Private Sector/Self Employed","Yes",1500000,4,0,"Yes","Yes","Yes"
31,"Private Sector/Self Employed","Yes",950000,6,0,"No","No","No"
30,"Private Sector/Self Employed","No",8e+05,4,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,4,0,"No","No","No"
25,"Private Sector/Self Employed","No",1700000,3,1,"Yes","No","No"
34,"Private Sector/Self Employed","Yes",850000,5,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",1450000,6,0,"Yes","Yes","Yes"
29,"Private Sector/Self Employed","Yes",1050000,7,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,2,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1500000,5,0,"Yes","Yes","Yes"
34,"Government Sector","Yes",1300000,2,1,"No","No","No"
28,"Government Sector","Yes",3e+05,7,0,"No","No","No"
25,"Private Sector/Self Employed","No",1150000,5,1,"Yes","No","No"
27,"Government Sector","Yes",5e+05,4,1,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",1100000,4,0,"No","No","No"
35,"Private Sector/Self Employed","No",8e+05,5,0,"No","No","No"
28,"Government Sector","Yes",3e+05,5,1,"No","No","No"
29,"Private Sector/Self Employed","Yes",1050000,5,0,"No","No","No"
27,"Private Sector/Self Employed","No",6e+05,6,0,"No","No","Yes"
28,"Government Sector","Yes",6e+05,7,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1e+06,3,0,"No","No","No"
26,"Private Sector/Self Employed","Yes",750000,5,0,"No","No","No"
28,"Government Sector","Yes",6e+05,4,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",1350000,3,0,"No","Yes","Yes"
27,"Government Sector","Yes",850000,5,0,"No","No","Yes"
34,"Government Sector","Yes",1300000,6,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",8e+05,5,0,"No","No","No"
31,"Government Sector","Yes",4e+05,6,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1350000,8,0,"No","Yes","Yes"
28,"Private Sector/Self Employed","Yes",7e+05,5,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1350000,6,0,"No","Yes","Yes"
25,"Private Sector/Self Employed","No",1150000,4,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1e+06,5,0,"Yes","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,7,0,"Yes","No","No"
31,"Private Sector/Self Employed","Yes",1400000,2,0,"No","Yes","Yes"
26,"Private Sector/Self Employed","Yes",1400000,4,1,"No","Yes","Yes"
34,"Private Sector/Self Employed","Yes",5e+05,7,0,"No","No","Yes"
26,"Private Sector/Self Employed","Yes",1400000,5,0,"No","Yes","Yes"
32,"Government Sector","Yes",350000,5,0,"No","No","No"
26,"Private Sector/Self Employed","Yes",1300000,4,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,3,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1e+06,6,0,"No","No","Yes"
28,"Government Sector","Yes",3e+05,4,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1350000,4,0,"Yes","Yes","Yes"
25,"Private Sector/Self Employed","Yes",1800000,6,0,"Yes","No","Yes"
31,"Private Sector/Self Employed","Yes",1250000,5,1,"Yes","No","No"
28,"Private Sector/Self Employed","Yes",7e+05,4,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",5e+05,4,0,"No","No","No"
33,"Government Sector","Yes",4e+05,4,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1300000,6,1,"No","No","Yes"
26,"Private Sector/Self Employed","Yes",1500000,6,0,"Yes","Yes","Yes"
29,"Private Sector/Self Employed","Yes",5e+05,3,1,"No","No","No"
33,"Private Sector/Self Employed","Yes",1500000,3,1,"Yes","Yes","Yes"
34,"Private Sector/Self Employed","Yes",1500000,5,0,"Yes","Yes","Yes"
33,"Private Sector/Self Employed","Yes",550000,3,1,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",6e+05,3,0,"No","No","No"
28,"Private Sector/Self Employed","Yes",8e+05,4,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1050000,6,0,"No","No","Yes"
29,"Private Sector/Self Employed","Yes",1050000,4,0,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",1e+06,5,0,"No","No","No"
28,"Government Sector","Yes",1200000,3,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1300000,6,0,"No","No","Yes"
25,"Private Sector/Self Employed","Yes",1700000,3,0,"Yes","No","Yes"
29,"Private Sector/Self Employed","Yes",1200000,4,0,"No","No","Yes"
29,"Private Sector/Self Employed","Yes",1200000,7,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1200000,4,0,"No","No","No"
26,"Private Sector/Self Employed","Yes",1250000,4,1,"No","Yes","No"
34,"Private Sector/Self Employed","Yes",1e+06,4,0,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",1050000,3,1,"No","No","No"
30,"Private Sector/Self Employed","No",550000,6,1,"No","No","No"
28,"Private Sector/Self Employed","Yes",1150000,5,0,"No","No","No"
34,"Government Sector","Yes",1300000,9,1,"No","No","Yes"
26,"Private Sector/Self Employed","Yes",1500000,6,0,"Yes","Yes","Yes"
31,"Government Sector","Yes",4e+05,5,0,"No","No","No"
30,"Private Sector/Self Employed","No",650000,3,0,"No","No","No"
31,"Government Sector","Yes",4e+05,9,1,"No","No","No"
34,"Private Sector/Self Employed","Yes",1e+06,4,0,"No","No","No"
34,"Private Sector/Self Employed","Yes",1050000,6,0,"No","No","Yes"
34,"Private Sector/Self Employed","Yes",1300000,3,0,"Yes","No","No"
28,"Government Sector","Yes",3e+05,6,1,"No","No","No"
31,"Government Sector","Yes",1200000,6,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1200000,4,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1050000,3,0,"Yes","No","No"
29,"Private Sector/Self Employed","Yes",1100000,4,1,"No","Yes","Yes"
28,"Private Sector/Self Employed","Yes",7e+05,4,0,"No","No","No"
27,"Private Sector/Self Employed","No",8e+05,6,0,"No","No","Yes"
27,"Private Sector/Self Employed","No",350000,5,1,"No","No","No"
26,"Private Sector/Self Employed","Yes",6e+05,6,1,"No","No","No"
28,"Private Sector/Self Employed","No",550000,4,0,"No","No","No"
34,"Private Sector/Self Employed","No",1300000,4,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1150000,5,1,"Yes","No","No"
28,"Private Sector/Self Employed","Yes",7e+05,3,0,"No","No","No"
27,"Private Sector/Self Employed","No",350000,4,0,"No","No","No"
31,"Government Sector","Yes",4e+05,6,0,"No","No","No"
25,"Private Sector/Self Employed","No",1150000,5,0,"No","No","Yes"
28,"Private Sector/Self Employed","Yes",750000,4,0,"No","No","No"
31,"Private Sector/Self Employed","Yes",1250000,3,0,"No","Yes","No"
30,"Private Sector/Self Employed","No",1450000,6,0,"Yes","Yes","Yes"
28,"Private Sector/Self Employed","Yes",8e+05,4,1,"No","Yes","No"
29,"Private Sector/Self Employed","Yes",9e+05,5,0,"No","No","No"
31,"Government Sector","No",3e+05,3,0,"No","No","No"
29,"Private Sector/Self Employed","Yes",1100000,5,0,"Yes","No","No"
30,"Private Sector/Self Employed","No",550000,3,0,"Yes","Yes","No"
28,"Private Sector/Self Employed","Yes",8e+05,6,0,"No","Yes","No"
